"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test that ReDoc docs are available","2","Test ReDoc documentation","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with mixed alphanumeric strings","2","Test API with mixed alphanumeric","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API case insensitivity","2","Test API with case sensitivity","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","1","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1153","test_check_if_two_strings_are_anagrams[HeLLo-oLLeH-true]","tests.bdd","Wed Dec 03 15:43:56 UTC 2025","passed","Wed Dec 03 15:43:57 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","1","Test API with special characters","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1190","test_check_if_two_strings_are_anagrams[eleven plus two-twelve plus one-true]","tests.bdd","Wed Dec 03 15:43:18 UTC 2025","passed","Wed Dec 03 15:43:19 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with numeric strings","2","Test API with numeric strings","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1112","test_check_if_two_strings_are_anagrams[A-a-true]","tests.bdd","Wed Dec 03 15:43:23 UTC 2025","passed","Wed Dec 03 15:43:25 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1183","test_check_if_two_strings_are_anagrams[hello-world-false]","tests.bdd","Wed Dec 03 15:43:13 UTC 2025","passed","Wed Dec 03 15:43:14 UTC 2025","","test_anagram_ui","",""
"Test API with empty input strings","2","Test API with empty input","tests.api","Wed Dec 03 15:42:39 UTC 2025","passed","Wed Dec 03 15:42:39 UTC 2025","TestAnagramAPI","test_api","",""
