"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1121","test_check_if_two_strings_are_anagrams[hello-olleh-true]","tests.bdd","Wed Dec 03 21:55:11 UTC 2025","passed","Wed Dec 03 21:55:12 UTC 2025","","test_anagram_ui","",""
"Test API with numeric strings","2","Test API with numeric strings","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","994","test_check_if_two_strings_are_anagrams[1-1-true]","tests.bdd","Wed Dec 03 21:55:05 UTC 2025","passed","Wed Dec 03 21:55:06 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1121","test_check_if_two_strings_are_anagrams[test#tag-gat#test-true]","tests.bdd","Wed Dec 03 21:55:18 UTC 2025","passed","Wed Dec 03 21:55:20 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1164","test_check_if_two_strings_are_anagrams[The eyes-They see-true]","tests.bdd","Wed Dec 03 21:55:51 UTC 2025","passed","Wed Dec 03 21:55:52 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1154","test_check_if_two_strings_are_anagrams[abc123-321cba-true]","tests.bdd","Wed Dec 03 21:55:28 UTC 2025","passed","Wed Dec 03 21:55:29 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1120","test_check_if_two_strings_are_anagrams[1000-0001-true]","tests.bdd","Wed Dec 03 21:55:29 UTC 2025","passed","Wed Dec 03 21:55:30 UTC 2025","","test_anagram_ui","",""
"Test API with numeric strings","1","Test API with numeric strings","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1136","test_check_if_two_strings_are_anagrams[aaa-aab-false]","tests.bdd","Wed Dec 03 21:55:39 UTC 2025","passed","Wed Dec 03 21:55:40 UTC 2025","","test_anagram_ui","",""
"Test that spaces are ignored","0","Test validation with spaces","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestSortedAnagramValidator","test_anagram_checker","",""
"Test API with single character inputs","2","Test API with single character","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1132","test_check_if_two_strings_are_anagrams[!-!-true]","tests.bdd","Wed Dec 03 21:55:07 UTC 2025","passed","Wed Dec 03 21:55:08 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1005","test_check_if_two_strings_are_anagrams[a-a-true]","tests.bdd","Wed Dec 03 21:55:02 UTC 2025","passed","Wed Dec 03 21:55:03 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1139","test_check_if_two_strings_are_anagrams[aaabbb-bbbaaa-true]","tests.bdd","Wed Dec 03 21:55:40 UTC 2025","passed","Wed Dec 03 21:55:41 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1201","test_check_if_two_strings_are_anagrams[aaaa-aaaaa-false]","tests.bdd","Wed Dec 03 21:55:41 UTC 2025","passed","Wed Dec 03 21:55:42 UTC 2025","","test_anagram_ui","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with missing required fields","2","Test API with missing fields","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with null bytes in strings","1","Test API with null bytes","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test factory function creates valid instance","1","Test factory function","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with various whitespace scenarios","2","Test API with whitespace variations","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with mixed alphanumeric strings","2","Test API with mixed alphanumeric","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test various non-anagram pairs","0","Test check method with non-anagrams","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test that ReDoc docs are available","2","Test ReDoc documentation","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1142","test_check_if_two_strings_are_anagrams[hello_world-world_hello-true]","tests.bdd","Wed Dec 03 21:55:17 UTC 2025","passed","Wed Dec 03 21:55:18 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1092","test_check_if_two_strings_are_anagrams[Z\xfcrich-hcir\xfcZ-true]","tests.bdd","Wed Dec 03 21:55:26 UTC 2025","passed","Wed Dec 03 21:55:27 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1029","test_check_if_two_strings_are_anagrams[--false]","tests.bdd","Wed Dec 03 21:55:08 UTC 2025","passed","Wed Dec 03 21:55:09 UTC 2025","","test_anagram_ui","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","1","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API case insensitivity","1","Test API with case sensitivity","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test that invalid input raises ValueError","0","Test invalid input type","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1164","test_check_if_two_strings_are_anagrams[The Morse Code-Here come dots-true]","tests.bdd","Wed Dec 03 21:55:47 UTC 2025","passed","Wed Dec 03 21:55:48 UTC 2025","","test_anagram_ui","",""
"Test API with invalid JSON","2","Test API with invalid JSON","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with wrong content type","2","Test API with wrong content type","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test various valid anagram pairs","0","Test check method with valid anagrams","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1078","test_check_if_two_strings_are_anagrams[school master-the classroom-true]","tests.bdd","Wed Dec 03 21:54:57 UTC 2025","passed","Wed Dec 03 21:54:58 UTC 2025","","test_anagram_ui","",""
"BDD: Given inputs, when checking via API, then result matches expected","1","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1137","test_check_if_two_strings_are_anagrams[hello!-!olleh-true]","tests.bdd","Wed Dec 03 21:55:14 UTC 2025","passed","Wed Dec 03 21:55:15 UTC 2025","","test_anagram_ui","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test that OpenAPI JSON schema is available","4","Test OpenAPI JSON schema","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1145","test_check_if_two_strings_are_anagrams[a b c-cba-true]","tests.bdd","Wed Dec 03 21:55:12 UTC 2025","passed","Wed Dec 03 21:55:14 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1105","test_check_if_two_strings_are_anagrams[Astronomer-Moon starer-true]","tests.bdd","Wed Dec 03 21:55:46 UTC 2025","passed","Wed Dec 03 21:55:47 UTC 2025","","test_anagram_ui","",""
"Test API with various whitespace scenarios","2","Test API with whitespace variations","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with single character inputs","2","Test API with single character","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with mixed alphanumeric strings","1","Test API with mixed alphanumeric","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with various whitespace scenarios","2","Test API with whitespace variations","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with empty input strings","2","Test API with empty input","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with single character inputs","2","Test API with single character","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","1","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with non-anagrams","2","Test API check endpoint with non-anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","982","test_check_if_two_strings_are_anagrams[apple-paple-true]","tests.bdd","Wed Dec 03 21:55:00 UTC 2025","passed","Wed Dec 03 21:55:01 UTC 2025","","test_anagram_ui","",""
"Test API endpoint with non-anagrams","2","Test API check endpoint with non-anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test various valid anagram pairs","1","Test check method with valid anagrams","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1164","test_check_if_two_strings_are_anagrams[100%-%001-true]","tests.bdd","Wed Dec 03 21:55:20 UTC 2025","passed","Wed Dec 03 21:55:21 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1164","test_check_if_two_strings_are_anagrams[123-124-false]","tests.bdd","Wed Dec 03 21:55:30 UTC 2025","passed","Wed Dec 03 21:55:32 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","985","test_check_if_two_strings_are_anagrams[A-a-true]","tests.bdd","Wed Dec 03 21:55:04 UTC 2025","passed","Wed Dec 03 21:55:05 UTC 2025","","test_anagram_ui","",""
"Test API with mixed alphanumeric strings","2","Test API with mixed alphanumeric","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","1","Test API with Unicode characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with 10000 character strings","3","Test API with very long strings (10K)","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1126","test_check_if_two_strings_are_anagrams[abcabc-bcabca-true]","tests.bdd","Wed Dec 03 21:55:43 UTC 2025","passed","Wed Dec 03 21:55:44 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1139","test_check_if_two_strings_are_anagrams[Dormitory-Dirty room-true]","tests.bdd","Wed Dec 03 21:55:50 UTC 2025","passed","Wed Dec 03 21:55:51 UTC 2025","","test_anagram_ui","",""
"Test API with mixed alphanumeric strings","2","Test API with mixed alphanumeric","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with numeric strings","2","Test API with numeric strings","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test that uppercase letters are converted to lowercase","0","Test lowercase conversion","tests.unit","Wed Dec 03 21:54:35 UTC 2025","passed","Wed Dec 03 21:54:35 UTC 2025","TestCaseInsensitiveNormalizer","test_anagram_checker","",""
"Test that spaces are removed","0","Test space removal","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestCaseInsensitiveNormalizer","test_anagram_checker","",""
"Test various non-anagram pairs","1","Test check method with non-anagrams","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with single character inputs","1","Test API with single character","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1128","test_check_if_two_strings_are_anagrams[abc-abc-true]","tests.bdd","Wed Dec 03 21:55:10 UTC 2025","passed","Wed Dec 03 21:55:11 UTC 2025","","test_anagram_ui","",""
"Test API case insensitivity","2","Test API with case sensitivity","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with single character inputs","1","Test API with single character","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1143","test_check_if_two_strings_are_anagrams[ma\xf1ana-a\xf1anam-true]","tests.bdd","Wed Dec 03 21:55:24 UTC 2025","passed","Wed Dec 03 21:55:26 UTC 2025","","test_anagram_ui","",""
"Test that OpenAPI docs are available","2","Test OpenAPI documentation","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1145","test_check_if_two_strings_are_anagrams[0-0-true]","tests.bdd","Wed Dec 03 21:55:32 UTC 2025","passed","Wed Dec 03 21:55:33 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1155","test_check_if_two_strings_are_anagrams[LISTEN-silent-true]","tests.bdd","Wed Dec 03 21:55:35 UTC 2025","passed","Wed Dec 03 21:55:36 UTC 2025","","test_anagram_ui","",""
"Test normalization of empty string","0","Test empty string","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestCaseInsensitiveNormalizer","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1216","test_check_if_two_strings_are_anagrams[hello-h\xebllo-false]","tests.bdd","Wed Dec 03 21:55:23 UTC 2025","passed","Wed Dec 03 21:55:24 UTC 2025","","test_anagram_ui","",""
"Test various valid anagram pairs","0","Test check method with valid anagrams","tests.unit","Wed Dec 03 21:54:36 UTC 2025","passed","Wed Dec 03 21:54:36 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","990","test_check_if_two_strings_are_anagrams[--true]","tests.bdd","Wed Dec 03 21:55:09 UTC 2025","passed","Wed Dec 03 21:55:10 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1146","test_check_if_two_strings_are_anagrams[a-b-c-c-b-a-true]","tests.bdd","Wed Dec 03 21:55:16 UTC 2025","passed","Wed Dec 03 21:55:17 UTC 2025","","test_anagram_ui","",""
"Test API with 1000 character strings","2","Test API with very long strings (1K)","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1129","test_check_if_two_strings_are_anagrams[HeLLo-oLLeH-true]","tests.bdd","Wed Dec 03 21:55:37 UTC 2025","passed","Wed Dec 03 21:55:38 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with numeric strings","1","Test API with numeric strings","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 21:54:20 UTC 2025","passed","Wed Dec 03 21:54:20 UTC 2025","TestAnagramAPI","test_api","",""
